payment_id,booking_id,amount,tip,status,payment_date
4e2be200-9af0-4bfd-a98c-40ad5b1c00be,02d4e792-c3e8-42cc-a15e-dec6867b4669,16.0,0.0,released,2026-01-24T16:07:49.581434
bdb5421d-8a98-4c38-9d05-ce71fa91c8c6,a304b636-8b43-4c6f-a630-42275ca9a012,4.61,2.55,blocked,2026-01-24T16:07:49.581457
94938383-fa96-4eef-81c9-cf6532ea2f86,66d90c13-295d-459e-b878-8e36c218df7f,6.74,0.0,released,2026-01-24T16:07:49.581479
60e0b5d5-ce41-447b-a9e8-06c6944ea409,f74f3833-6c3d-4d3d-be21-beaa67484333,6.43,0.0,blocked,2026-01-24T16:07:49.581501
1bab52e5-c5b5-4e9b-9515-494230970e11,a8d67b58-fa68-426a-b397-ec2d31ed97bc,16.33,0.0,pending,2026-01-24T16:07:49.581522
8165d19f-634d-4cd7-bab0-926367c04c9f,bb7d8dc0-a899-45c5-b612-98f68fc0c2f5,5.8,1.72,released,2026-01-24T16:07:49.581545
1f846140-85f1-4b0c-9287-3fea74479c40,6803bde7-a282-429f-990b-fbf91c04144e,21.75,0.0,blocked,2026-01-24T16:07:49.581567
63ae242b-a59f-4dd7-9865-dbb1ba262c34,40933ad4-c876-487c-96bf-b4033fe2eb93,19.65,0.0,blocked,2026-01-24T16:07:49.581591
7b51da12-3b78-42c3-ba52-610ecc1220a3,ed1c6f67-cfd1-48e9-8848-70de2f99a49a,9.55,0.0,refunded,2026-01-24T16:07:49.581612
97bfe561-30c8-48b7-a528-ed1341c47f3f,583a4159-0f1a-4b11-9717-cf613f69a943,13.68,0.0,blocked,2026-01-24T16:07:49.581634
b5c8c6bd-03b8-4523-b730-f5d6854fc05f,43d92b6a-7e57-4042-a5c2-5f9931a8b55e,9.13,0.0,refunded,2026-01-24T16:07:49.581656
0c8c17b5-d874-40ee-9c0b-15643ee973dc,2dbf957c-e284-4e31-ad9f-4cb97241926a,9.12,0.0,refunded,2026-01-24T16:07:49.581679
b12d7dd6-8b6d-40b8-9456-83907607fe17,3c48e234-1cc2-478f-9fb6-d11ece85d75b,12.88,0.0,released,2026-01-24T16:07:49.581701
71a2bc17-a5b8-45d7-bec8-74d05e43a58d,7281bcb9-7e0b-4f4f-815b-3ab3b1e239a8,20.86,0.0,released,2026-01-24T16:07:49.581722
667de94f-5754-4ed4-ac64-a15ab66ff91c,24e68aae-559a-4adf-94d6-98689c509a41,20.94,0.93,blocked,2026-01-24T16:07:49.581745
4138f787-f765-4ed9-b213-43689651a1dd,261b072f-c14f-4a90-8996-8a953017dc0e,14.04,0.0,pending,2026-01-24T16:07:49.581766
d46ec81b-f33e-4a1c-a6b5-22001db4d5ad,612324e2-ff94-45c5-9ac7-53bd6564b79c,5.57,2.44,released,2026-01-24T16:07:49.581788
e8cc7323-f23f-412d-ae8f-7c1851083bb8,0d5fc950-b880-4c11-829d-fbb8c085b4d5,5.01,0.0,pending,2026-01-24T16:07:49.581809
f2d5503a-b588-452e-9bdf-6f1e6b876214,66431bd6-f7fe-4d10-9f24-c15ce5cd0505,14.58,0.0,pending,2026-01-24T16:07:49.581829
7c8f2e23-643f-4039-8364-8927547a1e34,d551c934-792e-4b4f-bc1a-63bcaaaa2bfa,15.73,0.0,pending,2026-01-24T16:07:49.581851
f8d4ab82-030a-43f3-b24f-5aec5ea4bb51,8f2a15de-7032-413b-b0a8-4aa4d3d18547,11.22,3.56,released,2026-01-24T16:07:49.581872
ae9830ee-e036-4c8f-aa4b-b00ce4c1aac1,1ee5dbf1-5bfb-4892-b42d-6046c88d2055,6.23,0.0,released,2026-01-24T16:07:49.581893
d6426612-de0a-46a6-9e0d-a737983831e2,e0ba18b8-eb4d-4cb8-ad53-18fa449978c9,6.85,0.0,released,2026-01-24T16:07:49.581914
fd7576ad-f88b-41bd-a1e6-d50d200c4955,4745d887-0656-47f8-a437-a0ba38577b3a,5.64,0.0,released,2026-01-24T16:07:49.581934
d21c7863-7b6a-410d-8940-e3306fe9fe95,178e26d4-d138-45c5-9479-2d2d78b89559,5.87,0.0,pending,2026-01-24T16:07:49.581956
9f6ea612-fc96-49a5-b688-92e7eba06ba2,a6e7014c-8a61-4039-8183-df49aba0c79f,6.73,0.0,blocked,2026-01-24T16:07:49.581976
ce11d339-0b4f-4208-b872-fa6bc7133da6,7230886e-07bc-4ea1-82e7-198c2aef48dc,4.57,0.0,pending,2026-01-24T16:07:49.581997
60b7872d-24cb-4b54-bb6b-c54d89c3d2c2,30ce31bd-04b6-4ad5-9f5d-2dff601610c9,6.08,0.0,pending,2026-01-24T16:07:49.582017
2eab4749-7c66-4178-a034-fbe3f51d2d22,b5adcac8-3bf9-4919-bdd0-ebff4e800afc,18.98,0.0,released,2026-01-24T16:07:49.582037
61e61baa-abf4-4a8e-9fc6-543bcdd69056,c3f323eb-eeec-4750-99e5-7090e88e8079,12.13,1.87,blocked,2026-01-24T16:07:49.582059
ae070cea-42e9-4348-a6e2-7687989d1e49,2e25022d-9877-4daa-a07a-39fe2ae0f3c8,23.63,0.0,pending,2026-01-24T16:07:49.582081
51a37bc2-49ad-45bf-bb41-cace4617fa32,ae3a8a10-8304-40ef-9acd-5f0413ba0439,12.54,0.0,pending,2026-01-24T16:07:49.582101
acd95bf4-9f80-4356-b53b-7b56ed08cd62,68169a69-4ff6-43bb-9010-ebabcd5a5f77,7.56,0.0,released,2026-01-24T16:07:49.582124
214e0c8f-16a6-4c44-831d-fac5d4540527,0ef6ebec-948f-4784-9860-0de11a699144,11.76,0.0,blocked,2026-01-24T16:07:49.582147
1b1d5a0c-5924-4529-819c-b63833138405,ea19b14a-e116-41e8-a2f0-97e7c9ea7035,11.79,0.0,released,2026-01-24T16:07:49.582168
f53dac49-4545-450d-9c08-d43b00be3716,ad21a57c-102a-4449-8c8f-0408d2d46fea,13.0,0.0,pending,2026-01-24T16:07:49.582188
b63784b1-8ac7-4924-a0ac-e6edda3d95b6,47237872-49e6-4451-a749-0cb2ee493f0e,14.6,4.57,released,2026-01-24T16:07:49.582209
7a62edda-8459-4c7f-8069-cfdd5ef6aa17,456fbae2-4a30-4893-a452-93720813c785,14.19,1.47,blocked,2026-01-24T16:07:49.582231
5b8fccc8-bcb7-417b-b767-be461b098a75,26785cbd-b334-423f-91a7-9dbae0b89b31,16.85,0.0,released,2026-01-24T16:07:49.582253
3f630250-427f-4a4b-b8fc-8a385d79e41b,00e674c7-a6f2-4240-9905-f9cc1015d6cf,16.2,0.0,released,2026-01-24T16:07:49.582278
b077d8dc-0218-4459-a9ce-81f7ee86ea14,2058511f-467b-40e2-8953-858150e05681,18.36,1.04,released,2026-01-24T16:07:49.582300
d42fd188-74ae-4c20-9b22-52808bd5cee8,03da9944-5b30-40aa-94bf-fe09d47a0944,19.43,0.0,pending,2026-01-24T16:07:49.582321
b6b0e49c-3b56-4616-884e-c4fd73b9ff39,2821e527-ac85-40b9-8ea4-14c08b7a816f,6.67,0.0,blocked,2026-01-24T16:07:49.582342
9f20d7b3-67f4-43cb-9bd3-36aa86cb97b7,28dee5d1-1ab9-4ff3-95c4-7050e115ea0c,11.44,0.0,pending,2026-01-24T16:07:49.582363
ec36abb0-1c26-4c06-a221-2c77fc625049,98e68601-a4bd-474d-ad16-db6a9cb7a441,14.0,0.0,released,2026-01-24T16:07:49.582384
03a0b619-5e43-4bf6-b75e-6c3e9f63ab1b,4eaa7425-bf06-4d98-a381-f3e1221d0a45,11.49,1.09,blocked,2026-01-24T16:07:49.582407
a3f65ab9-6a55-4d78-b52f-275aeb726d16,65dca160-4909-4703-bf25-22d53eeee602,10.73,0.0,pending,2026-01-24T16:07:49.582429
27bd1595-0131-491e-8488-fbf597a98df8,99ea7ac7-d6c8-469c-a5c7-ffcce321fd12,8.36,0.0,refunded,2026-01-24T16:07:49.582450
e8a8c68e-0df7-4054-a9e3-da4f309fb32c,7b2259aa-2e68-482b-ab17-4b978eed7fde,17.24,3.7,released,2026-01-24T16:07:49.582472
433abb56-7501-4c94-814c-de8afb32d1b6,05292e87-3d8e-4a94-80a1-7ba665652618,10.9,0.0,pending,2026-01-24T16:07:49.582494
4412c7aa-f2b3-4ffa-9e97-a9bad3b46639,c75dda98-eca5-4d95-a54e-6bbb904f2397,8.75,0.0,released,2026-01-24T16:07:49.582515
edcf3980-ce93-41ba-b2fd-29cf50aa4f66,fc9a96eb-59f8-4236-8c87-e161b5ac0da0,6.88,0.0,blocked,2026-01-24T16:07:49.582536
1d77ddf6-ce5a-419e-8930-aad150143654,9be2c523-f91c-43dd-92b5-5f10b2255736,9.62,1.65,released,2026-01-24T16:07:49.582558
449dcf20-9dc0-4f76-9c6a-faadd1eb81af,81a2653b-e797-4345-9673-abdf1e32ee3d,8.39,0.7,released,2026-01-24T16:07:49.582580
4fe40693-1243-4c14-8224-ab53baee6c5f,17c4f5e9-6f6c-48eb-8363-368ca61bacf0,12.43,4.36,blocked,2026-01-24T16:07:49.582601
de0d1671-b4ca-427b-8e82-9a2172e35bcc,edc7f7a0-8ed8-4b55-8e28-c52726628401,7.47,0.0,refunded,2026-01-24T16:07:49.582622
2dacb127-7774-46cd-82a4-4cdc5b3cc7ff,cde1417f-d059-4fc1-bb3f-a459ecc503b4,10.76,0.0,refunded,2026-01-24T16:07:49.582642
8b63652a-6e35-4d8b-a6e9-a500ec158e6d,2e65494e-5d15-424e-8f50-cb6a2a517dee,9.84,0.04,released,2026-01-24T16:07:49.582664
bd9ae86b-4048-4e84-9a74-c83bfb1b0de2,403c77b2-1be7-4f61-b2a6-31060e3fe4d9,6.98,0.0,pending,2026-01-24T16:07:49.582685
58ba12fa-aa92-4cd6-ab69-ac9b1cd20dcf,0d4cd61b-20b2-4ae0-a438-7b60add3580b,6.2,0.0,pending,2026-01-24T16:07:49.582706
206a6759-918a-4b37-886f-a0db8fadf39c,823f38aa-f260-406f-ad16-1bd2cc8a95f8,6.14,0.0,pending,2026-01-24T16:07:49.582726
318aaf60-37f1-4a5f-924c-f64473374503,327e156f-5078-4c29-a012-b3ecb13ea552,5.64,1.67,blocked,2026-01-24T16:07:49.582747
78059d68-4447-4f2d-b99e-9971a996af99,aca73034-e28c-4011-8f60-b744e1e85716,5.77,0.0,blocked,2026-01-24T16:07:49.582770
e7618e24-8f0a-4ad5-9466-00cab4e99e6b,7210f65f-efeb-44dc-a0b4-7b86b9273058,4.39,0.0,pending,2026-01-24T16:07:49.582790
90ba75f7-5677-43df-8258-046fe96e871d,3d68808c-73b8-4cb1-bcc0-87f6bdf3c52e,5.56,0.0,refunded,2026-01-24T16:07:49.582812
dccfa8db-3400-4a34-b3f8-a4d22ff5e481,51bff9fe-061e-45ce-a3b6-90852f83ddab,16.52,0.0,pending,2026-01-24T16:07:49.582838
e7e306d3-9860-4b94-87c8-67fbb4658f8d,7be1540c-3276-43f6-b341-d779f1b4ad66,11.24,0.0,blocked,2026-01-24T16:07:49.582860
0e036ac6-ac0a-4f2d-8130-c21f333d2243,ec0eec7d-42a0-42e6-b3fa-72ce6055f643,17.77,0.0,released,2026-01-24T16:07:49.582882
c0cc8b00-0636-4f38-9687-2b1ac6900dfb,275b90a5-f2e2-4653-a45f-734c22106c48,20.82,3.62,blocked,2026-01-24T16:07:49.582904
320e4b05-1e27-4861-9ee7-793036f065fe,085e7da5-6528-4303-a0c2-c15913a6a241,20.04,0.0,pending,2026-01-24T16:07:49.582925
b97ed04a-b195-4cc2-a96e-2e0750190d0e,10c6550c-379c-4ad2-8b40-ae0e8c503999,14.17,0.0,pending,2026-01-24T16:07:49.582947
1f1d5992-737d-4962-8695-31b4e3979788,5df8100c-b054-4f5a-aa62-7bc15df5f29d,15.18,2.67,released,2026-01-24T16:07:49.582971
81ee8365-abeb-4b09-ab99-4693cf0e8210,c9c4f7fc-228c-4302-8fa5-5c73ca85683a,17.72,0.0,blocked,2026-01-24T16:07:49.582994
7e5e9a42-dfe9-4e54-8d12-0804776b321e,89673991-baeb-43c4-b041-ee047bd77e27,13.46,0.0,blocked,2026-01-24T16:07:49.583017
c76fcdff-b3ac-4377-9ec7-1cb1b170578b,74bd7720-9386-43f7-a383-d2a3f31ee72d,16.07,0.0,pending,2026-01-24T16:07:49.583039
d2d60bbb-7946-4010-8096-54a54fc85acf,ec101e05-bd51-4a61-a608-4d05e56c4afa,5.4,0.0,released,2026-01-24T16:07:49.583061
c242276c-ae4f-440e-a56c-921fa0c4ed2f,fee8b95c-0024-4a09-9f66-d83cb9cfc869,5.23,0.0,blocked,2026-01-24T16:07:49.583083
2c50df7e-903e-4a94-ba8a-9bcc1c8cd516,b1daeeb0-ff09-47f9-aff0-1cc2222476ce,8.45,0.0,blocked,2026-01-24T16:07:49.583104
2cb2b936-eb65-47c7-a53a-5494ecdfff9f,a9d9ec70-b9cd-4616-9556-9a296593bdf3,7.85,0.0,pending,2026-01-24T16:07:49.583125
527a5927-0de3-4cbc-b6b1-c9431f9da0d8,19dd987f-ce34-4a5d-b350-88a7a61bb2bf,8.22,0.0,blocked,2026-01-24T16:07:49.583144
e47644f3-6a87-4cd9-a049-4ca8c7b66105,aea4efbe-5f54-49b1-ac36-94fe75621566,8.57,0.68,blocked,2026-01-24T16:07:49.583165
c2ce33de-84bf-4fbf-acdb-d469b1210f8a,3fdff4b9-7966-45b1-9621-28757f52cf68,13.62,0.0,blocked,2026-01-24T16:07:49.583186
2628d4be-9d5b-4f67-8c66-c91724491526,801758f1-817a-466c-8dbb-cc8093b7f9bb,14.88,0.0,blocked,2026-01-24T16:07:49.583207
daa073d5-23aa-45db-9336-ad0c97b44c83,d7147ab0-5653-49b6-ae36-45bc6496cc03,11.63,0.51,blocked,2026-01-24T16:07:49.583229
9f1c4cd6-a5d4-46cd-8577-eac669b30f94,4764305f-fcbe-41aa-bf68-b79ccd238b5d,16.22,0.0,blocked,2026-01-24T16:07:49.583250
6b04ae61-5091-4ac2-a835-575b95aca08e,c70e6621-d956-4c71-bc34-9fb8a1cd6615,5.11,0.0,pending,2026-01-24T16:07:49.583275
a7a68614-5d71-44cf-89b3-a8f3e5bb0c96,acd757a3-0e63-4819-b2df-6b654ea0becc,13.6,0.0,blocked,2026-01-24T16:07:49.583297
971bd2ad-a7d8-4ae9-94db-859a7f63d8c1,bb98b31b-36d1-4c13-9a83-9449b258abe9,17.0,0.0,pending,2026-01-24T16:07:49.583316
5151470c-281e-4d3c-9f32-9f3bb4280c9c,e9f9205f-3503-4609-ab36-c8f970883956,16.73,0.0,released,2026-01-24T16:07:49.583336
da4cef59-cf33-4907-991f-88203aac8cb1,0a89ba10-34a6-494c-a6b4-e0e67334a1f3,16.3,0.0,blocked,2026-01-24T16:07:49.583357
79ac86ad-aeaf-4d23-b01d-71d959c58ae6,a3f4283e-1f5b-484a-8bf7-a488f1b38ac1,16.53,0.0,released,2026-01-24T16:07:49.583378
cad549ac-93ce-4ee1-bff2-875d9ac56562,590366e6-e234-434c-87a6-6a2674692fd0,18.16,0.0,pending,2026-01-24T16:07:49.583398
55a38d71-bcf0-4e26-8a11-3444a054f824,bed0f95a-4142-4e4e-b46e-5b1cf923d75f,3.78,0.0,released,2026-01-24T16:07:49.583418
df15c545-546f-4e82-af85-69201a0a58ef,54837ea6-8e80-40e9-ac2e-c35ba6612807,3.85,0.0,refunded,2026-01-24T16:07:49.583439
9aef1581-d850-4967-a78d-a294f924ef05,03f04970-36c1-443d-934f-45119f51a772,16.16,0.0,pending,2026-01-24T16:07:49.583459
588563a8-1123-4ced-8d9b-79726a885f18,ac026b1c-da72-436f-91b0-68b410588ba4,14.26,3.8,blocked,2026-01-24T16:07:49.583480
20078429-4110-4fdf-a0be-8e01455c3041,bc9802a2-7590-466e-a016-5a0c5cd66025,12.32,0.0,pending,2026-01-24T16:07:49.583502
5b184159-076e-40f2-bc18-b88d26a22597,ced67311-2553-45c0-b92c-f4209155c01d,11.85,0.0,blocked,2026-01-24T16:07:49.583523
7a954a83-b117-4149-b6ae-c5a1cba3955e,73fe60bd-ea01-4b47-948d-e23cbb9f9cf8,14.83,2.37,released,2026-01-24T16:07:49.583544
756d3e79-dcb7-4485-82db-00140c98b94e,ee37d5b8-af30-4a96-bd82-f9aeb8201640,15.37,0.0,refunded,2026-01-24T16:07:49.583565
c97c895e-f862-4f6b-b5a5-fd7cbc8e108f,fcad1465-3638-4427-9fa5-3221bc33a2d3,14.1,0.0,pending,2026-01-24T16:07:49.583584
c0372277-8899-408e-9475-881367b78b6c,33ce3f35-332f-4eaa-a31e-bf752f4102df,11.95,3.55,released,2026-01-24T16:07:49.583606
46c1b09f-4101-46a0-a063-031603b93023,51236e7f-25ff-484d-831a-07ce575a519f,8.36,0.0,pending,2026-01-24T16:07:49.583626
88425e96-9d76-4d07-b03a-b547df4aac54,229299e9-db6e-419b-bc7c-a7ee7f47911b,14.42,0.0,released,2026-01-24T16:07:49.583647
062024b9-5116-4b09-acdc-f1d5671e49e9,fa2b6a74-ba90-47ac-8192-329fe8ac299a,18.39,0.0,blocked,2026-01-24T16:07:49.583671
f27d9f87-e386-4245-81f7-f8a0d412a87c,8dbe9e40-eb8c-4cce-bf54-dab03e1311b7,14.86,0.0,released,2026-01-24T16:07:49.583693
4f9b30c8-61ef-4e33-8366-36b5917c16cd,da4207bf-ea95-4aff-bc20-d37457bd2585,14.63,0.0,pending,2026-01-24T16:07:49.583713
0ec90cae-a733-4cb0-a3c2-0800c5d377f9,8ff89ad5-d75a-4ae0-9564-e88452f207a0,18.15,4.4,released,2026-01-24T16:07:49.583734
a4ab977f-7408-4cd6-9dfc-9e94a8df772a,58f07017-10aa-44eb-bb33-9889a163e602,6.78,1.0,released,2026-01-24T16:07:49.583756
c5f16220-4c17-44d5-8642-466471169afd,48451077-5307-4309-9d84-76172c5ae691,12.27,0.0,refunded,2026-01-24T16:07:49.583777
308bb653-8e6a-4669-9179-10dd8c371acc,00ce6cf9-ce3a-48fb-8ae3-cc79fa8ebc47,11.17,0.0,pending,2026-01-24T16:07:49.583797
105fb084-c261-4719-b986-1f93aa76e146,d801ca8b-d1ea-4e0e-9dd5-a187a10a0fd0,17.14,0.0,blocked,2026-01-24T16:07:49.583817
acd165f9-f091-4a56-986b-550e1b08a938,649168a1-374f-4de8-9df9-ad2fbb2f3a26,14.41,0.0,blocked,2026-01-24T16:07:49.583838
401eee86-7a38-45a3-9384-c234af0914cc,6f4526b8-6e97-4114-bcf5-b7f67533374c,16.78,0.0,released,2026-01-24T16:07:49.583859
5465ea12-c55a-4484-8280-f40ced8687f3,643a1f34-7c63-4816-ba41-4788eab08dd8,16.93,0.0,pending,2026-01-24T16:07:49.583879
ed57389c-db26-4807-8b6f-55bc84a7c2b0,6ada1f93-7683-44cd-b8a1-4b64248ed871,9.16,0.0,pending,2026-01-24T16:07:49.583899
4fb7cba8-0b9d-4208-a405-5245e15143f2,fe2b35a1-b86e-4509-bfb0-1eda2e5d45d5,6.47,0.0,pending,2026-01-24T16:07:49.583919
97a0527f-ba7f-4504-a94e-93a827beb530,86f5bf84-0fbb-46eb-86be-3d0829c50d19,7.91,3.65,blocked,2026-01-24T16:07:49.583940
ab3824b1-5665-4df3-a7a9-5e14dc8cd166,bfbb8830-7e58-4086-8f52-908f9a4a297e,16.69,0.0,blocked,2026-01-24T16:07:49.583962
b1460685-8a87-402a-aa42-7d0779cf30aa,227fa632-54a7-403a-8df4-dad942a2dcde,12.69,0.0,released,2026-01-24T16:07:49.583983
a8b57613-48ef-4ab6-943c-c479c7e7e788,af811349-7f3b-46ed-9fbe-663325cb3869,10.81,0.0,refunded,2026-01-24T16:07:49.584003
31629cdf-64a5-4196-938c-1f8fdc7c8ba1,b80e7eac-964c-4c15-9fb3-04e2e35ba9b9,10.25,0.0,refunded,2026-01-24T16:07:49.584023
196cbba4-f0ea-4d36-bb6f-16d862ef08c1,3a670bb6-c625-47ed-a10b-5469b7f7ae52,8.76,0.0,pending,2026-01-24T16:07:49.584043
c689889f-9418-41be-be71-e036f01a95d5,e7018aa2-fca5-45a3-8435-68ee934b0ffa,14.14,0.0,blocked,2026-01-24T16:07:49.584065
bbce3b59-e895-411e-8c54-7403f2b9778c,c4108687-61c5-4c39-84f3-45a0fa34071d,8.54,0.0,blocked,2026-01-24T16:07:49.584088
b2fd159f-83c9-41d4-ac17-df5a4555e1a6,072bbd7b-567e-4bb2-bc47-89233264cdae,9.18,0.0,refunded,2026-01-24T16:07:49.584108
c586b602-5931-495f-a8b7-dcca0ad18f12,5f70e6ec-e0c2-405a-b8af-87ba1bc36c38,14.12,0.53,blocked,2026-01-24T16:07:49.584130
