driver_id,total_rides,avg_price,total_earnings,avg_tip
156,517,14.88642166344294,11647.12,0.42198513800424625
159,517,14.91137330754352,11149.64,0.43851203501094094
160,517,15.112591876208898,10941.18,0.4162116040955632
163,517,14.492166344294004,10693.9,0.37464246424642467
164,517,14.569381044487427,11155.54,0.4538671023965141
172,517,15.529651837524177,11902.54,0.47992440604751624
173,517,14.689419729206964,11469.09,0.46789020452099034
177,517,15.09321083172147,11353.14,0.49040178571428567
178,517,14.87340425531915,11014.4,0.41020994475138123
179,517,14.94752417794971,11559.34,0.45928111587982834
181,517,15.335841392649904,11447.18,0.4463083604777416
183,517,15.094506769825918,11306.61,0.4582541436464089
185,517,15.392882011605415,11084.61,0.4482468281430219
186,517,15.079574468085108,11818.99,0.42381509032943676
188,517,14.96110251450677,11587.74,0.41064935064935065
191,517,14.764332688588008,10207.22,0.4689915966386555
193,517,15.058278529980658,11505.56,0.5368512486427796
194,517,14.924603481624757,11209.85,0.4343263964950712
196,517,15.05705996131528,11092.76,0.41723404255319146
198,517,15.23009671179884,11422.73,0.42629175946547887
199,517,14.958046421663443,11305.789999999999,0.4356843267108168
203,517,15.092901353965184,11475.93,0.46983660130718957
204,517,14.925183752417794,11361.41,0.43375939849624057
206,517,15.134410058027079,11598.82,0.47404324324324326
209,517,14.88411992263056,11183.06,0.4886659192825112
210,517,15.39504835589942,11697.24,0.4469772481040087
213,517,14.684738878143134,11313.96,0.47378868729989326
216,517,15.249709864603483,11891.93,0.4189946524064171
217,517,14.743268858800775,10440.08,0.3995756880733945
218,517,15.092804642166344,11493.83,0.5251248642779587
219,517,15.48073500967118,11548.7,0.44566518847006653
221,517,15.332243713733076,11342.33,0.45372615039281705
222,517,15.14247582205029,11909.58,0.4400534759358289
224,517,15.136092843326885,11186.56,0.3898096304591266
225,517,15.232765957446809,11142.34,0.4265804274465692
226,517,14.841644100580272,11483.85,0.4547840172786177
227,517,14.981102514506771,11217.25,0.4483033707865169
229,517,14.822707930367505,10835.59,0.4206060606060606
231,517,15.190831721470019,11429.84,0.4344579646017699
232,517,15.050696324951645,11154.21,0.3721175166297117
233,517,14.599516441005802,10654.3,0.41753424657534244
234,517,15.037969052224371,11314.83,0.4331208791208791
238,517,15.177833655705996,11186.66,0.45141891891891894
239,517,14.838317214700194,11184.92,0.38549234135667393
241,517,15.108665377176017,10962.65,0.38535227272727274
248,517,14.729245647969053,10931.22,0.3637719298245614
249,517,14.903017408123791,11023.5,0.3851255707762557
250,517,15.243617021276595,11899.07,0.5034713375796178
252,517,15.049516441005803,11049.93,0.4099888017917133
258,517,14.950541586073502,10912.41,0.3965237020316027
259,517,15.030077369439072,10895.49,0.5086538461538461
261,517,14.89568665377176,10942.87,0.3984062850729518
262,517,14.815164410058026,10991.13,0.39089010989010986
263,517,14.685029013539651,10879.67,0.4232700892857143
265,517,14.846731141199227,11249.97,0.4343410852713178
268,517,14.511566731141198,11142.56,0.5324017467248908
270,517,14.947852998065764,11467.06,0.47732608695652173
271,517,15.0378916827853,11122.81,0.48513483146067415
273,517,14.487640232108317,10545.97,0.47329532497149374
274,517,15.177040618955512,11424.08,0.49012235817575084
275,517,14.904661508704063,10916.88,0.4447285067873303
279,517,14.680348162475822,10870.3,0.45231194690265486
282,517,15.426441005802708,11278.16,0.4964545454545454
283,517,15.066382978723404,11491.73,0.44862894450489665
287,517,15.365531914893616,11666.2,0.4420594713656388
288,517,15.29823984526112,10992.88,0.4044661308840414
289,517,14.998839458413926,10835.01,0.46155074116305583
290,517,15.189148936170213,11657.97,0.48751357220412594
291,517,15.211702127659574,11563.29,0.4354378378378378
292,517,14.56781431334623,10936.59,0.4840153172866521
294,517,14.931818181818182,11307.97,0.4973355263157895
295,517,14.829187620889748,10767.13,0.45447727272727273
297,517,15.014197292069634,11240.8,0.47273637374860955
