ride_id,driver_id,route_id,start_point,end_point,departure_time,price_total,available_seats,car_plate,status
c6ed6851-84a7-4f13-8117-23ba6597bac6,1,route_217,Via Angelo Battelli 5,Facolta di Ingegneria Polo A,2026-02-09T18:02:22.268197,23.77,1,SF027ON,published
21558146-f161-4fb9-a1c1-c0ab4713e57f,1,route_781,Decathlon Pisa,Eurospin Ospedaletto,2025-11-25T18:02:22.269900,11.02,1,DE069LP,published
5e93dba3-f4f3-4087-a058-a0d1d4b57358,1,route_1892,Piscina Comunale Camalich,Pizzeria Pisanova,2025-09-21T19:02:22.271587,16.86,2,RX865WJ,published
63781ec8-249f-4149-b889-dbf8c4bec3a6,1,route_1049,Via Cisanello 170,MD Discount Riglione,2026-02-07T04:02:22.273244,15.67,2,XQ842YD,published
c49deca8-7d88-4d6e-8029-0acce3d34afc,1,route_874,Centro Commerciale Pisanova,Ristorante Pizzeria Il Pellicano,2025-09-05T06:02:22.274947,10.37,3,DM749RM,published
857532ac-872b-44aa-bf1b-557e8e28d7eb,1,route_1927,Conad Pian di Marco,Via Cisanello 170,2025-11-19T22:02:22.276658,21.37,1,NF455QH,published
4c4804ba-3b35-480d-a21a-39cd3485496b,1,route_61,Stazione Pisa Centrale,Stazione San Rossore,2026-02-23T23:02:22.278268,14.78,4,NC524BC,published
77a8f893-368c-4e45-a263-a8e134458c89,1,route_1231,Parcheggio di Cisanello,McDonald's Pisa Aurelia,2025-07-31T10:02:22.279959,13.48,4,WE970TS,published
cb53a2ac-43be-4958-b330-d1a13fcb0d54,1,route_2101,Ristorante Il Rustichello - San Piero,Esselunga Cisanello,2026-01-15T04:02:22.281653,10.74,1,UN561OC,published
53635cd3-1c6c-4839-8239-aa3c2c5d37d1,1,route_2077,Ristorante Il Rustichello - San Piero,Parco San Rossore,2025-11-02T11:02:22.283379,12.8,4,DX246BK,published
db1cc32e-79fd-4850-84b5-d3b86770d6b7,1,route_1140,Ristorante Il Mio Capriccio,Via San Ranieri 9,2026-01-23T17:02:22.285060,10.98,4,LS721GO,published
ddc7772d-4abf-43de-88f1-61269f0866b6,1,route_517,Stazione San Rossore,McDonald's Barbaricina,2025-08-27T14:02:22.286731,10.11,1,EM441GZ,published
dae65657-1353-4dc2-8f65-a99aa97fcb33,1,route_34,Torre,Piscina Comunale Camalich,2025-09-06T16:02:22.288335,6.54,4,JB852FE,published
df82106f-7244-4009-a37b-b6136f9584b7,1,route_1081,Farmacia Cisanello,Via del Borghetto 102,2026-01-02T12:02:22.289991,8.5,3,DW501CR,published
9f9b5b2f-edf1-4000-bcbc-69601d5dd051,1,route_841,MediaWorld Pisa,Parcheggio San Giuliano Terme,2025-11-20T10:02:22.291645,22.49,1,MA233JT,published
c3bcc688-eee1-42da-8af3-0101a9674805,1,route_693,Parcheggio Via Paparelli,Via Angelo Battelli 5,2026-01-12T22:02:22.293307,17.96,1,VJ714QN,published
9f6d72d5-62ed-43f4-8419-abdcf61483b1,1,route_1384,Ristorante La Greppia,Facolta di Ingegneria Polo A,2025-08-05T06:02:22.295026,20.22,4,NC908EX,published
b199cc8f-7a7f-41ab-8fd1-dd8408fd1291,1,route_660,McDonald's Pisa Aurelia,OBI Pisa,2026-02-08T03:02:22.296693,22.11,4,GS097KG,published
f867ffec-a702-4f45-b2a3-35c27203c791,1,route_241,Via Angelo Battelli 5,Via Montanelli 66,2025-08-27T06:02:22.298352,17.75,4,GS324VV,published
9d8d9c7d-5315-4130-8d30-f7d01dbe5b67,1,route_1535,Via San Ranieri 9,Pizzeria Colignola,2025-11-06T03:02:22.300060,8.24,2,VG114PC,published
80c824b1-e413-4e2e-8097-c886724fd12c,1,route_1593,Via Montanelli 66,Via Aretino Spinello 11,2025-09-15T00:02:22.301796,9.35,4,DO493BQ,published
8b27fcd6-98c1-4364-94df-5702a7a688a7,1,route_876,Centro Commerciale Pisanova,Supermercato Coop San Giusto,2025-10-19T20:02:22.303449,18.38,4,JW351JV,published
1a21faa6-8f95-4e69-b99b-d3650723cc1c,1,route_1351,OBI Pisa,Ristorante Pizzeria Il Pellicano,2025-09-22T12:02:22.305113,13.36,1,HZ906OL,published
e9ac05b6-ee35-4f6a-af6e-d02ff3d69874,1,route_36,Torre,Hotel Galilei Pisa,2026-02-20T10:02:22.306735,22.59,1,CW883UE,published
5912c686-a0fa-4a25-957c-159c5f4d7d79,1,route_661,McDonald's Pisa Aurelia,Ristorante La Greppia,2025-08-05T05:02:22.308376,5.4,4,UA867FG,published
c504b4dd-3c3c-4020-8e17-201488c47f96,1,route_1293,Carrefour Express Pisanova,Ristorante Il Mio Capriccio,2025-08-07T02:02:22.310079,20.63,3,NF779FU,published
e00433dd-acfd-4f4d-93e4-e8a0e16f6989,1,route_1351,OBI Pisa,Ristorante Pizzeria Il Pellicano,2025-11-22T21:02:22.311765,20.79,4,LY146UI,published
cb1ad7bc-3a4a-45c5-9d2f-880103f461dd,1,route_2133,Eurospin Ospedaletto,Parcheggio Via Paparelli,2025-10-14T10:02:22.313442,5.27,1,VX695DM,published
e9f88c46-1ae1-4e25-a891-80a872707c7d,1,route_1478,Ristorante Pizzeria Il Pellicano,Hotel Continental Tirrenia,2026-02-01T09:02:22.315180,5.92,1,PG721PS,published
fc64f9e0-8cda-4ac1-8e05-b29d4fcd6c86,1,route_1440,Ristorante Pizzeria Il Pellicano,Stazione San Rossore,2025-11-22T06:02:22.316872,16.67,3,IK019WK,published
f6c965d1-135d-4e31-a437-32982277a931,1,route_424,Stazione Leopolda,Torre,2025-08-27T10:02:22.318538,13.42,3,UT488XY,published
7a784f38-12ca-4bf6-91f5-51da6f7de586,1,route_876,Centro Commerciale Pisanova,Supermercato Coop San Giusto,2025-12-25T04:02:22.320203,15.88,4,CK000CD,published
f29936b7-c05e-4fb4-ae05-493cc8e7ec69,1,route_184,Via Aretino Spinello 11,Ristorante La Greppia,2025-08-22T01:02:22.321852,9.3,3,RX441ZK,published
41058942-9f8e-4ca9-9eac-3fa6aa87debc,1,route_331,Facolta di Ingegneria Polo A,Decathlon Pisa,2025-10-13T22:02:22.323530,20.2,4,HY980UQ,published
54efe4a2-99b9-46d5-8488-1ef2536c2328,1,route_1686,Ristorante Tuscany 2,Parcheggio Porto di Marina,2025-12-29T23:02:22.325205,18.3,4,GX580CP,published
1230a422-07fb-4a5b-ac03-9933e2a98664,1,route_1834,Esselunga Cisanello,Euronics Pisa Cisanello,2025-10-02T02:02:22.326910,7.46,4,NA021CY,published
d72df265-28e7-4c48-91d8-2d2563952ed9,1,route_541,Parco San Rossore,McDonald's Pisa Aurelia,2025-08-10T11:02:22.328571,14.24,2,QH515TN,published
272416f7-bcc4-4feb-8a41-26917015dde7,1,route_1651,Ristorante Tuscany 2,Stazione Leopolda,2025-10-23T18:02:22.330295,18.36,1,XO234XG,published
24ed279f-39c4-4a74-a3d3-e2c1ada85384,1,route_634,Lidl Pisa,Pizzeria Colignola,2025-11-29T17:02:22.331952,21.17,2,BD473FC,published
6256a95d-a0c5-4b7e-98b8-c474b6106e03,1,route_303,Via Gabriele Vettori 18,Ristorante Il Rustichello - San Piero,2026-01-16T04:02:22.333622,17.06,4,XE650PS,published
59534c07-9e5e-4128-b3bc-f047519e4dcc,1,route_333,Facolta di Ingegneria Polo A,Centro Commerciale Pisanova,2025-10-21T09:02:22.335272,9.84,4,NU136NF,published
f8ffc169-a0ef-4b57-9112-4b1bda525054,1,route_331,Facolta di Ingegneria Polo A,Decathlon Pisa,2025-10-11T22:02:22.336930,21.49,1,KR341KV,published
5860bbe7-2127-4c1c-a76e-134c8687ba4d,1,route_1984,Hotel Galilei Pisa,Parcheggio di Cisanello,2025-08-16T19:02:22.338643,18.01,2,XE297ED,published
a632a53a-b273-43d9-b434-8c60c95a9fb3,1,route_1083,Farmacia Cisanello,Carrefour Express Pisanova,2025-09-30T13:02:22.340301,16.71,1,UA186JQ,published
60049414-82a7-431d-be69-7e4731a3ebdf,1,route_1049,Via Cisanello 170,MD Discount Riglione,2025-08-19T06:02:22.341947,12.08,3,XI771MC,published
9ee7500b-44a3-4b7a-99df-16197f435975,1,route_2133,Eurospin Ospedaletto,Parcheggio Via Paparelli,2026-01-24T02:02:22.343630,22.3,2,TK824DS,published
b313fddf-0fa3-4bfa-bdb5-2f400abc608d,1,route_481,Stazione San Rossore,Via Angelo Battelli 5,2025-10-08T12:02:22.345290,12.84,3,HM037TZ,published
a7b38334-3066-4cfd-ad15-5ccc9ea680dc,1,route_845,MediaWorld Pisa,Ristorante Il Lago (Nodica),2025-12-22T01:02:22.346972,16.47,1,UX660OL,published
88440a70-7a43-401c-8613-be5a206b7892,1,route_245,Via Angelo Battelli 5,Esselunga Cisanello,2025-11-11T03:02:22.348629,20.57,1,XI100QG,published
a5eb9795-b54f-4f6a-bc0e-ab13be72613c,1,route_1863,Piscina Comunale Camalich,Stazione Leopolda,2025-09-26T15:02:22.350287,19.82,1,GK929XO,published
872a54d1-ed32-4db8-892e-c63e8918cba5,1,route_2013,Hotel Galilei Pisa,Supermercato Coop Ghezzano,2025-09-12T17:02:22.351978,24.35,3,XM304VU,published
71047daf-1cc3-4b73-a5ba-bf146bcd1107,1,route_424,Stazione Leopolda,Torre,2026-01-28T22:02:22.353639,19.83,2,NZ224CY,published
237e3121-3067-4ae1-b2fa-005e526f5280,1,route_1385,Ristorante La Greppia,Polo Fibonacci,2026-02-01T14:02:22.355315,5.13,2,VX695DM,published
a3278f70-3b16-44d7-913a-9aa52730133b,1,route_1114,Ristorante Il Mio Capriccio,Stazione Pisa Centrale,2025-08-26T07:02:22.357064,20.94,1,GL521MD,published
7d9fc709-0d55-44c8-91e7-b238b5acf415,1,route_1685,Ristorante Tuscany 2,MD Discount Riglione,2025-10-19T08:02:22.358747,24.59,1,FR063TS,published
4d0729c8-d498-4008-8729-9b8fe654c00d,1,route_1745,Euronics Pisa Cisanello,Conad Metato,2025-12-08T12:02:22.360423,21.8,4,IS993ZR,published
734edff4-25ff-434b-aed7-0a1c78bd941c,1,route_2107,Ristorante Il Rustichello - San Piero,McDonald's Barbaricina,2026-02-11T06:02:22.362083,20.57,4,DT433PY,published
ea7e8151-a5d4-4f82-b002-3052d8212009,1,route_782,Decathlon Pisa,McDonald's Barbaricina,2025-08-17T20:02:22.363734,13.96,4,UW542WH,published
6ec37e88-defd-4ea6-a62e-2f965297bfaf,1,route_1382,Ristorante La Greppia,Via Angelo Battelli 5,2026-02-03T18:02:22.365405,12.88,4,NL320HW,published
cf349ff9-35d5-427c-a29c-dc7608067262,1,route_1657,Ristorante Tuscany 2,Decathlon Pisa,2025-10-12T22:02:22.367089,6.46,2,TK824DS,published
4881b088-57b3-457a-95d7-c9590d8bc2d6,1,route_843,MediaWorld Pisa,Parcheggio Migliarino,2025-08-15T23:02:22.368793,7.68,3,XR520WF,published
4d532377-21c2-43d0-ba40-b9f2d0993924,1,route_1744,Euronics Pisa Cisanello,Parcheggio Migliarino,2025-08-19T22:02:22.370490,12.41,4,AF148OJ,published
607b6a30-e9bb-4c65-a37c-94ad5f58bfdc,1,route_1232,Parcheggio di Cisanello,Parcheggio Via Paparelli,2025-09-10T02:02:22.372193,19.22,3,YV149AB,published
bade1c38-cc4f-4ace-8a52-05ed908492ce,1,route_1233,Parcheggio di Cisanello,Decathlon Pisa,2026-02-22T23:02:22.373859,6.43,1,VQ204JV,published
54bc1d78-5750-4ebe-9212-073e51d4ce15,1,route_34,Torre,Piscina Comunale Camalich,2025-12-30T15:02:22.375456,15.71,2,KD094NE,published
560c0a22-2564-4129-a574-401db5a63276,1,route_633,Lidl Pisa,Ristorante Il Lago (Nodica),2025-12-03T17:02:22.377122,22.06,3,IO375JL,published
30c16a8a-5bc9-470a-9155-b229bd2b7bb5,1,route_33,Torre,Esselunga Cisanello,2026-01-29T04:02:22.378744,19.66,4,YR618YA,published
e1f9ec1f-2689-42e1-aec0-b547df63606e,1,route_2012,Hotel Galilei Pisa,Pizzeria Colignola,2026-01-15T10:02:22.380425,15.44,2,MC807AR,published
0915e7fd-9f3c-465a-9ec1-9939624a0dad,1,route_1235,Parcheggio di Cisanello,Centro Commerciale Pisanova,2026-01-28T19:02:22.382102,11.89,1,NL746EG,published
47ab492b-5e66-44af-bd83-f8d925931391,1,route_783,Decathlon Pisa,Conad La Vettola,2025-10-19T05:02:22.383775,7.95,3,TF461CS,published
51822e96-b032-464e-805a-9df0f3b16de3,1,route_847,MediaWorld Pisa,Supermercato Coop Ghezzano,2025-10-08T04:02:22.385448,12.52,3,NO676JY,published
1a959330-8367-4be6-829d-780bdb68a16a,1,route_876,Centro Commerciale Pisanova,Supermercato Coop San Giusto,2025-12-04T06:02:22.387123,15.56,1,TG249MY,published
fb1d633b-45d6-4e42-bd85-7b1071ff7e11,1,route_787,Decathlon Pisa,Centro Commerciale Darsena (Tirrenia),2026-02-19T23:02:22.388798,5.35,2,IS155RY,published
532a28ce-f83b-4920-ab78-2b14b0a0fe3f,1,route_180,Via Aretino Spinello 11,Via del Borghetto 102,2025-10-30T17:02:22.390467,6.18,4,XW056WO,published
52434dce-273f-45c3-aa97-41b64a7e7231,1,route_423,Polo Fibonacci,Supermercato Coop Ghezzano,2026-01-11T23:02:22.392123,8.75,4,ZJ074NI,published
dcd84ba9-3d03-4a3c-bff3-4efd525f6c7f,1,route_933,Ristorante Galileo,Hotel San Ranieri,2026-01-28T18:02:22.393773,22.48,3,BB633VG,published
7b977605-1d68-4b75-9674-4ca1ee52e7f7,1,route_1800,Hotel San Ranieri,Pizzeria Colignola,2026-01-20T11:02:22.395454,15.13,4,SA568YO,published
cd9f55e8-8102-4ee6-be9e-0b4053c365e7,1,route_422,Polo Fibonacci,Pizzeria Colignola,2025-11-20T08:02:22.397131,18.23,2,KY946AW,published
092bd36e-96d3-4586-8fac-2e1fa6bc4bd3,1,route_211,Via Aretino Spinello 11,Supermercato Coop Ghezzano,2025-09-20T12:02:22.398851,14.06,2,KT110MK,published
bb041f37-aef4-46e9-a40f-a60e7bd17e6e,1,route_722,Parcheggio Via Paparelli,Esselunga Cisanello,2025-08-21T05:02:22.400492,21.46,4,XE650PS,published
67d0b625-d789-4706-a226-0cb9196d2b7a,1,route_757,Decathlon Pisa,Centro Commerciale Pisanova,2025-08-22T03:02:22.402142,5.41,4,NZ619EA,published
f0f012af-15b4-4a0f-8dca-5a19c3b3d0af,1,route_457,Stazione Leopolda,Esselunga Cisanello,2025-12-30T14:02:22.403822,9.77,4,FP917ET,published
e22f7ac2-ddf5-4adf-b16c-516179920712,1,route_275,Via Gabriele Vettori 18,Lidl Pisa,2026-01-04T08:02:22.405476,16.51,1,KR646OX,published
9ba28f7c-d9ee-4b11-830b-169c238a1369,1,route_1147,Ristorante Il Mio Capriccio,Piscina Comunale Camalich,2026-02-24T09:02:22.407144,7.69,2,WY738NH,published
c0fabae5-19cf-4093-8cdc-76ec58e158a6,1,route_95,Stazione Pisa Centrale,MD Discount Riglione,2026-01-22T07:02:22.408785,7.97,1,EI342RR,published
94d67263-01ac-4bc7-8e6d-b6fccc59246c,1,route_1833,Esselunga Cisanello,Ristorante Tuscany 2,2025-08-02T20:02:22.410458,18.78,4,PK343CQ,published
2cc16e3c-d492-498a-94ac-8fd8345a39ff,1,route_605,Lidl Pisa,Parcheggio di Cisanello,2025-11-08T12:02:22.412100,10.18,4,CU033AY,published
5e7682b2-8d1b-4f57-817a-b061e281cee5,1,route_427,Stazione Leopolda,Via Aretino Spinello 11,2025-08-19T13:02:22.413764,10.8,2,QC306AE,published
85998ab6-35ce-4625-8fc7-7db4d6c70e82,1,route_216,Via Angelo Battelli 5,Via Gabriele Vettori 18,2025-08-15T17:02:22.415451,17.05,1,XA592AG,published
7ab0da24-370e-44a6-b0f3-1ebdf81b0c1e,1,route_782,Decathlon Pisa,McDonald's Barbaricina,2025-08-10T21:02:22.417117,7.25,2,PB961ME,published
b1c8499e-783a-4789-bc1b-ee0b90424f43,1,route_1176,Via del Borghetto 102,Parco San Rossore,2025-09-22T09:02:22.418864,22.7,4,OQ110WY,published
48d4b16b-f546-4afc-8d71-7035d25d33d1,1,route_516,Stazione San Rossore,Eurospin Ospedaletto,2025-10-01T19:02:22.420545,21.52,2,RB281FA,published
26cfe9bb-c744-47c4-a6e4-5b8d93d3464f,1,route_1626,Via Montanelli 66,Hotel Galilei Pisa,2025-08-23T03:02:22.422195,23.86,1,OK510TY,published
ec402b15-4032-43cb-bf69-a646ac706084,1,route_157,Universita di Pisa,Pizzeria Colignola,2025-10-29T09:02:22.423874,24.38,1,TC248FI,published
a66a3bcd-3c22-4350-94d0-98387fa6238c,1,route_846,MediaWorld Pisa,Pizzeria Colignola,2025-11-03T23:02:22.425521,21.27,3,PR854KJ,published
7e287ef5-5d2e-4e5f-9d3c-0a464c7907f2,1,route_2104,Ristorante Il Rustichello - San Piero,Hotel Galilei Pisa,2026-01-23T02:02:22.427190,5.93,1,OD982NS,published
247335f3-7887-4aeb-81a6-3d6e68db7c73,1,route_632,Lidl Pisa,Conad Metato,2025-08-22T02:02:22.428836,23.61,2,VR746MW,published
9e4dd292-7e83-4850-828a-ca33f7008cac,1,route_1142,Ristorante Il Mio Capriccio,Via Montanelli 66,2025-07-30T14:02:22.430492,24.73,4,YB336MN,published
844d38c6-6de0-4f52-874f-95b97d9ba857,1,route_1324,Carrefour Express Pisanova,Supermercato Coop Ghezzano,2025-08-05T14:02:22.432163,21.71,2,CK272YX,published
ca167c26-3ab4-478a-9e88-edbc18e1d30d,1,route_604,Lidl Pisa,Via del Borghetto 102,2026-01-13T14:02:22.433806,21.02,2,LQ550WZ,published
42db694a-e4d0-4e39-b246-b482f7a984a7,1,route_966,Ipercoop Pisa,McDonald's Pisa Aurelia,2026-01-28T18:02:22.435472,20.62,1,VG039ST,published
4fde753e-e114-4fa6-9746-f98e840b9922,1,route_1175,Via del Borghetto 102,Stazione San Rossore,2025-12-18T21:02:22.437161,8.47,1,WA641TR,published
24a7c327-108d-4cf1-bbfe-26ffa420b5de,1,route_1987,Hotel Galilei Pisa,Ristorante La Greppia,2026-01-14T07:02:22.438825,7.85,3,ZR952NP,published
169c0446-d6f7-4aac-a584-7b3b24b127b3,1,route_2100,Ristorante Il Rustichello - San Piero,Hotel San Ranieri,2025-10-11T15:02:22.440474,18.27,3,UL791HP,published
f8359a64-d7d0-476f-9e30-eb11b353ef1a,1,route_1173,Via del Borghetto 102,Polo Fibonacci,2025-11-30T05:02:22.442125,23.44,4,AO851DH,published
